Symbol,Token,,,,NIFTY 50,,,,,
705TS41,3725,,,,,,,,,
705TS35,5526,,,,,,,,,
LIQUID,17572,,,,,,,,,
LICNETFN50,11319,,,,,,,,,
LIQUID1,13950,,,,,,,,,
724TS51,5045,,,,,,,,,
LIQUIDBEES,11006,,,,,,,,,
LIQUIDCASE,21750,,,,,,,,,
LIQUIDETF,1927,,,,,,,,,
724UP32,7856,,,,,,,,,
725GJ26,22603,,,,,,,,,
LIQUIDIETF,4838,,,,,,,,,
LIQUIDSBI,19705,,,,,,,,,
LIQUIDADD,23407,,,,,,,,,
LICNETFGSC,6062,,,,,,,,,
LICMFGOLD,25640,,,,,,,,,
705WB31,2265,,,,,,,,,
706TS41,4792,,,,,,,,,
706MZ34,5992,,,,,,,,,
706KL41,4793,,,,,,,,,
706KL39,5545,,,,,,,,,
706KL38,4790,,,,,,,,,
706JK33,6484,,,,,,,,,
706GS2046,7184,,,,,,,,,
724RJ32A,8136,,,,,,,,,
706GS2028,14970,,,,,,,,,
706GJ32,8189,,,,,,,,,
706CG29,2740,,,,,,,,,
724RJ32B,8574,,,,,,,,,
724RJ36,2560,,,,,,,,,
724SK32,8493,,,,,,,,,
724TN32,7904,,,,,,,,,
706AP30,20737,,,,,,,,,
705WB36A,7319,,,,,,,,,
705WB36,6001,,,,,,,,,
724TN51,5091,,,,,,,,,
70AP38A,6563,,,,,,,,,
719TN30,22125,,,,,,,,,
70AP39,318,,,,,,,,,
70AP39A,5567,,,,,,,,,
724AS30,20917,,,,,,,,,
713AP41,8194,,,,,,,,,
713AP40,8193,,,,,,,,,
713AP39,8335,,,,,,,,,
713AP36A,6112,,,,,,,,,
713AP36,4766,,,,,,,,,
712WB51,5542,,,,,,,,,
712WB36,7548,,,,,,,,,
713BR32,8298,,,,,,,,,
712UP32,7709,,,,,,,,,
712PN37,8197,,,,,,,,,
712MZ34,5003,,,,,,,,,
724AS31,2389,,,,,,,,,
712MP35,21966,,,,,,,,,
712KA37,8196,,,,,,,,,
712KA34,7539,,,,,,,,,
712JK37,8334,,,,,,,,,
712HR40,20775,,,,,,,,,
712TN30,8352,,,,,,,,,
712GJ32,8324,,,,,,,,,
713HR32,7692,,,,,,,,,
713JK34,8192,,,,,,,,,
JUNIORBEES,10939,,,,,,,,,
714AP40,7549,,,,,,,,,
724AP35,21645,,,,,,,,,
724AP38,7711,,,,,,,,,
714AP37,5234,,,,,,,,,
714AP36,5044,,,,,,,,,
714AP35,7540,,,,,,,,,
714AP34,20019,,,,,,,,,
713HR42,8336,,,,,,,,,
713TS37,8299,,,,,,,,,
713TN47,8198,,,,,,,,,
713TN30,8570,,,,,,,,,
713RJ41,4869,,,,,,,,,
713RJ31,2673,,,,,,,,,
713RJ29,8680,,,,,,,,,
713KL46,4897,,,,,,,,,
713KA39,8302,,,,,,,,,
713KA38,8301,,,,,,,,,
713TS34,8333,,,,,,,,,
712AS32A,8295,,,,,,,,,
712AS32,7691,,,,,,,,,
712AP37,4789,,,,,,,,,
70TN31,5336,,,,,,,,,
724GJ29,21169,,,,,,,,,
70RJ31,5036,,,,,,,,,
70NL31A,7316,,,,,,,,,
70NL31,6103,,,,,,,,,
70MZ34,5559,,,,,,,,,
70MP31,5034,,,,,,,,,
70MN31B,7530,,,,,,,,,
70TS36,5568,,,,,,,,,
70MN31A,6101,,,,,,,,,
70MH28,21944,,,,,,,,,
70JK33,7307,,,,,,,,,
724GR2033,20448,,,,,,,,,
724HR29,20519,,,,,,,,,
70JH33,5983,,,,,,,,,
70GA31A,7513,,,,,,,,,
70GA31,6483,,,,,,,,,
70AP39B,6564,,,,,,,,,
70MN31,4885,,,,,,,,,
70TS51,2227,,,,,,,,,
70UK31,5040,,,,,,,,,
70UP30,22088,,,,,,,,,
712AP35,5041,,,,,,,,,
711UK30,22169,,,,,,,,,
ICICIB22,522,,,,,,,,,
711MZ30,22020,,,,,,,,,
711MP30,21963,,,,,,,,,
711MH29,8935,,,,,,,,,
711HP30,20040,,,,,,,,,
711HP28,20041,,,,,,,,,
711GJ31,2721,,,,,,,,,
711CG30,22157,,,,,,,,,
711AS30,20100,,,,,,,,,
710UP30,22083,,,,,,,,,
710UK30,22164,,,,,,,,,
724BR32,7870,,,,,,,,,
710GS2029,9047,,,,,,,,,
710GR2028,14971,,,,,,,,,
710GJ30,20099,,,,,,,,,
70WB31A,6482,,,,,,,,,
70WB31,5231,,,,,,,,,
692PN35,21895,,,,,,,,,
692HR36A,4612,,,,,,,,,
689PN31,5560,,,,,,,,,
692HR30,5415,,,,,,,,,
656AS30,754,,,,,,,,,
656KA30,14,,,,,,,,,
656MH30,776,,,,,,,,,
656MH32,1000,,,,,,,,,
656MN30,21921,,,,,,,,,
656UP30,1525,,,,,,,,,
657AP30,21235,,,,,,,,,
657GA30,1237,,,,,,,,,
657GJ29,20279,,,,,,,,,
656AP31,20666,,,,,,,,,
657GJ31,2014,,,,,,,,,
657GS2033,7194,,,,,,,,,
SILVERIETF,7942,,,,,,,,,
SILVERETF,15085,,,,,,,,,
SILVERBEES,8080,,,,,,,,,
SILVERADD,10761,,,,,,,,,
SILVER1,13082,,,,,,,,,
SILVER,8003,,,,,,,,,
657HP30,1644,,,,,,,,,
657HP30A,1647,,,,,,,,,
SILVRETF,16777,,,,,,,,,
655WB30,22178,,,,,,,,,
655TR30,858,,,,,,,,,
655TN30,22114,,,,,,,,,
654KA30,1453,,,,,,,,,
654MH27,8126,,,,,,,,,
654MH30,21932,,,,,,,,,
654MP35,22297,,,,,,,,,
654RJ30,22059,,,,,,,,,
654RJ30A,1160,,,,,,,,,
654UP30,779,,,,,,,,,
654WB35,22173,,,,,,,,,
655AP28,21549,,,,,,,,,
655AP33,864,,,,,,,,,
655AP35,22294,,,,,,,,,
655AS30,20653,,,,,,,,,
655AS30A,22447,,,,,,,,,
655GA30,1074,,,,,,,,,
655GA30A,1454,,,,,,,,,
655KL30,21901,,,,,,,,,
SMALLCAP,22832,,,,,,,,,
655MH28,605,,,,,,,,,
655RJ30,22079,,,,,,,,,
655RJ50,22023,,,,,,,,,
655RJ55,22033,,,,,,,,,
657MH31,21936,,,,,,,,,
657MP30,21975,,,,,,,,,
657MZ35,22014,,,,,,,,,
657RJ30,22056,,,,,,,,,
65KA30,22368,,,,,,,,,
65KA30A,1227,,,,,,,,,
65KL27,21909,,,,,,,,,
65NL30,991,,,,,,,,,
65RJ30,22372,,,,,,,,,
65RJ50,22293,,,,,,,,,
677WB40,42,,,,,,,,,
677TN31,3364,,,,,,,,,
65TN30,22374,,,,,,,,,
65UP30,22081,,,,,,,,,
65WB30,22174,,,,,,,,,
660AP39,22332,,,,,,,,,
660AP40,22333,,,,,,,,,
660TS30,22195,,,,,,,,,
661KA30,593,,,,,,,,,
661KA33,1944,,,,,,,,,
661KA35,22454,,,,,,,,,
661MP35,22338,,,,,,,,,
SHARIABEES,17044,,,,,,,,,
677TN24,22131,,,,,,,,,
677RJ31A,5743,,,,,,,,,
65GJ30A,1233,,,,,,,,,
654GS2032,7843,,,,,,,,,
65GJ30,1075,,,,,,,,,
SHREMINVIT,5718,,,,,,,,,
657TN31,1890,,,,,,,,,
658AP30,20280,,,,,,,,,
658GA30,20598,,,,,,,,,
658GA30A,1646,,,,,,,,,
658GA31,1830,,,,,,,,,
658GJ27,3061,,,,,,,,,
658JK30,22179,,,,,,,,,
678AP38,3196,,,,,,,,,
658KA30,20288,,,,,,,,,
658MP35,21948,,,,,,,,,
658RJ30,22050,,,,,,,,,
658UP30,1239,,,,,,,,,
659CG28,5971,,,,,,,,,
659HR30,1077,,,,,,,,,
659RJ30,22073,,,,,,,,,
659RJ30A,1241,,,,,,,,,
659RJ31,1836,,,,,,,,,
659UP30,997,,,,,,,,,
65AP30,20654,,,,,,,,,
65AP38,22295,,,,,,,,,
65GA30,22261,,,,,,,,,
65GA30A,22369,,,,,,,,,
654GJ30,21216,,,,,,,,,
654GA30A,1516,,,,,,,,,
678AP39,3200,,,,,,,,,
643UK30,22451,,,,,,,,,
644GJ29,20601,,,,,,,,,
644GJ29A,22337,,,,,,,,,
644MH28,22342,,,,,,,,,
644UK30,853,,,,,,,,,
644UP30,22262,,,,,,,,,
645BR27,3695,,,,,,,,,
645GJ30,22448,,,,,,,,,
645GJ30A,1827,,,,,,,,,
645GS2029,13472,,,,,,,,,
645HP29,838,,,,,,,,,
645MH27,599,,,,,,,,,
645ML30,22449,,,,,,,,,
645MN30,22301,,,,,,,,,
645RJ27,2071,,,,,,,,,
645RJ27A,7894,,,,,,,,,
645RJ30,855,,,,,,,,,
646GJ30,982,,,,,,,,,
646JK30,22303,,,,,,,,,
646RJ30,22340,,,,,,,,,
646RJ30A,22450,,,,,,,,,
643RJ27,7867,,,,,,,,,
646WB30,22269,,,,,,,,,
678JK33,3244,,,,,,,,,
643MH27,5414,,,,,,,,,
634RJ27,6307,,,,,,,,,
635AP27,20572,,,,,,,,,
635MH28,1212,,,,,,,,,
636HP28,22267,,,,,,,,,
638MH27,5467,,,,,,,,,
639AP26,21647,,,,,,,,,
639BR27,3650,,,,,,,,,
63PY26,2372,,,,,,,,,
63PY27,7153,,,,,,,,,
641GA30,21040,,,,,,,,,
641TN30,22103,,,,,,,,,
642GA30,852,,,,,,,,,
642MN30,21919,,,,,,,,,
678MN31,3304,,,,,,,,,
678MH32,185,,,,,,,,,
678MH31,3659,,,,,,,,,
678KL31,3655,,,,,,,,,
642PN30,22298,,,,,,,,,
642UP30,849,,,,,,,,,
643AP30,976,,,,,,,,,
643AS26,2733,,,,,,,,,
678KA32,182,,,,,,,,,
677RJ31,3511,,,,,,,,,
647GJ30,21422,,,,,,,,,
647MH28,773,,,,,,,,,
64KA31,22266,,,,,,,,,
64MH30,973,,,,,,,,,
651HP30,840,,,,,,,,,
651KA30,758,,,,,,,,,
651KA30B,1650,,,,,,,,,
651KA30C,1727,,,,,,,,,
651KA31,21419,,,,,,,,,
652KA30,1522,,,,,,,,,
652MH30,1236,,,,,,,,,
652ML30,22009,,,,,,,,,
652MP35,21949,,,,,,,,,
652NL30,21993,,,,,,,,,
652PY30,994,,,,,,,,,
652TS50,22304,,,,,,,,,
653CG28,5671,,,,,,,,,
653HP29,1215,,,,,,,,,
653KA30,1365,,,,,,,,,
653TN31,1839,,,,,,,,,
654AP30,20923,,,,,,,,,
654AR30,1157,,,,,,,,,
654GA30,20921,,,,,,,,,
64KA30C,972,,,,,,,,,
647KA30,1080,,,,,,,,,
64KA30B,843,,,,,,,,,
64KA30,22265,,,,,,,,,
648AP27,20922,,,,,,,,,
648AP32,21039,,,,,,,,,
648AS30,985,,,,,,,,,
648HR40,22299,,,,,,,,,
648KA30,22335,,,,,,,,,
648KA31,861,,,,,,,,,
648MZ30,988,,,,,,,,,
648RJ27,8319,,,,,,,,,
649AP33,22264,,,,,,,,,
649GJ29,1364,,,,,,,,,
649KA30,21390,,,,,,,,,
649KA30A,1158,,,,,,,,,
649KA31,22336,,,,,,,,,
649MH31,22343,,,,,,,,,
649RJ30,22043,,,,,,,,,
649TN50,22136,,,,,,,,,
678GA31,4578,,,,,,,,,
649TS50,22263,,,,,,,,,
64AP28,1362,,,,,,,,,
64GJ30,22296,,,,,,,,,
64GJ30A,846,,,,,,,,,
64KA30A,22452,,,,,,,,,
633TN30,22135,,,,,,,,,
661MP37,1953,,,,,,,,,
661RJ31,1896,,,,,,,,,
665WB30,22176,,,,,,,,,
665WB28,3726,,,,,,,,,
665TS40,1742,,,,,,,,,
665TR35,1738,,,,,,,,,
665PN50A,1757,,,,,,,,,
665PN50,21716,,,,,,,,,
665ML30,609,,,,,,,,,
665KA35,1531,,,,,,,,,
665KA30,72,,,,,,,,,
666JH34,1860,,,,,,,,,
665JK30,1373,,,,,,,,,
665AP41,1871,,,,,,,,,
665AP40,1745,,,,,,,,,
665AP36,1739,,,,,,,,,
664UP31,2024,,,,,,,,,
664UP30,21,,,,,,,,,
664TS51,1872,,,,,,,,,
664TS50,22183,,,,,,,,,
664SK31,1888,,,,,,,,,
664RJ30,22412,,,,,,,,,
665GJ30,22406,,,,,,,,,
666KA32,1248,,,,,,,,,
666TN29,7050,,,,,,,,,
666TN30,22413,,,,,,,,,
668TN55,22134,,,,,,,,,
668MZ31,1430,,,,,,,,,
668KA36,1437,,,,,,,,,
668JH32,1376,,,,,,,,,
668HR39,22373,,,,,,,,,
668GS2031,7205,,,,,,,,,
668GA30,22405,,,,,,,,,
668AP39,22455,,,,,,,,,
668AP35A,1432,,,,,,,,,
668AP35,22453,,,,,,,,,
668AP33,1378,,,,,,,,,
667UP30,22414,,,,,,,,,
667UK30,76,,,,,,,,,
667TS50,1535,,,,,,,,,
667TN50,22375,,,,,,,,,
667RJ50,22080,,,,,,,,,
667RJ30,87,,,,,,,,,
667MH32,1251,,,,,,,,,
667MH31,29,,,,,,,,,
667GS2050,956,,,,,,,,,
667GS2035,5577,,,,,,,,,
664PY32,1730,,,,,,,,,
664MZ32,1899,,,,,,,,,
664MP30,21971,,,,,,,,,
664KA32,22370,,,,,,,,,
663HP33,2023,,,,,,,,,
663HP31,2021,,,,,,,,,
663GJ29,65,,,,,,,,,
663AP37,1905,,,,,,,,,
662WB35,22341,,,,,,,,,
SENSEXADD,17613,,,,,,,,,
SENSEXETF,19224,,,,,,,,,
SENSEXIETF,4378,,,,,,,,,
662UP31,1938,,,,,,,,,
662UP30,1695,,,,,,,,,
662UK30,617,,,,,,,,,
662TS41,1959,,,,,,,,,
662RJ41,2020,,,,,,,,,
662RJ30,1369,,,,,,,,,
SETF10GILT,17395,,,,,,,,,
SETFGOLD,17272,,,,,,,,,
SETFNIF50,10176,,,,,,,,,
SETFNIFBK,7361,,,,,,,,,
SETFNN50,7353,,,,,,,,,
662PY28,6895,,,,,,,,,
662NL30,1428,,,,,,,,,
663HR28,6317,,,,,,,,,
668UP30,92,,,,,,,,,
SEITINVIT,21321,,,,,,,,,
663KA34,1651,,,,,,,,,
664JK36,1863,,,,,,,,,
664GS2035,3204,,,,,,,,,
SBIETFCON,5168,,,,,,,,,
SBIETFIT,740,,,,,,,,,
SBIETFPB,722,,,,,,,,,
SBIETFQLTY,7218,,,,,,,,,
664BR25,2724,,,,,,,,,
664AS30,1246,,,,,,,,,
664AP39,1866,,,,,,,,,
663WB41,1902,,,,,,,,,
663WB31,2022,,,,,,,,,
663UP30,614,,,,,,,,,
663TN55,22102,,,,,,,,,
663TN35,1652,,,,,,,,,
663PN51,1910,,,,,,,,,
663MN31,1833,,,,,,,,,
SDL24BEES,1143,,,,,,,,,
SDL26BEES,3022,,,,,,,,,
663ML31,1940,,,,,,,,,
663MH30,596,,,,,,,,,
663KL30,21910,,,,,,,,,
663KA30,22410,,,,,,,,,
668WB30,22411,,,,,,,,,
668WB35,1532,,,,,,,,,
669GS2024,9962,,,,,,,,,
675RJ30,969,,,,,,,,,
675KA35,1006,,,,,,,,,
675KA34,1092,,,,,,,,,
675KA33A,618,,,,,,,,,
675KA33,74,,,,,,,,,
675GJ31,4575,,,,,,,,,
675GJ29,6093,,,,,,,,,
675BR27,4980,,,,,,,,,
674UP30,161,,,,,,,,,
674TS50,1386,,,,,,,,,
674TN50,22112,,,,,,,,,
674GA30,165,,,,,,,,,
673TS50,1256,,,,,,,,,
673TN40,1254,,,,,,,,,
673TN30,22122,,,,,,,,,
673SK30,173,,,,,,,,,
673PN40,1382,,,,,,,,,
673MP30,21981,,,,,,,,,
673KL28,21903,,,,,,,,,
672TS26,22192,,,,,,,,,
672TN27,420,,,,,,,,,
675RJ31,3195,,,,,,,,,
672RJ30,171,,,,,,,,,
676GS2061,2317,,,,,,,,,
676MP40,1012,,,,,,,,,
661RJ31A,2016,,,,,,,,,
661TS51,2017,,,,,,,,,
661UP31,1891,,,,,,,,,
677KA34,35,,,,,,,,,
677KA33,22421,,,,,,,,,
661WB36,1947,,,,,,,,,
662AS30,1425,,,,,,,,,
662CG28,6315,,,,,,,,,
662GA31,1939,,,,,,,,,
662GS2051,7193,,,,,,,,,
662HR41,2019,,,,,,,,,
662JH30,761,,,,,,,,,
662JK30,22180,,,,,,,,,
662KA32,782,,,,,,,,,
662KA32A,1733,,,,,,,,,
677BR28,5227,,,,,,,,,
677AP40,22422,,,,,,,,,
677AP38,876,,,,,,,,,
676TN31,5742,,,,,,,,,
676RJ31,3641,,,,,,,,,
676PN40,877,,,,,,,,,
676MP33,95,,,,,,,,,
661RJ30,1083,,,,,,,,,
672PN30,21786,,,,,,,,,
672KA33,1166,,,,,,,,,
66MZ30,22017,,,,,,,,,
66MN30,1368,,,,,,,,,
66ML30A,1712,,,,,,,,,
66ML30,1528,,,,,,,,,
66MH31,21937,,,,,,,,,
66KA37,1950,,,,,,,,,
66HP30,1221,,,,,,,,,
66GJ29,21650,,,,,,,,,
66GA30A,20,,,,,,,,,
66GA30,21389,,,,,,,,,
66AS30A,1645,,,,,,,,,
66AS30,1163,,,,,,,,,
669UP30,22097,,,,,,,,,
669TS50,22371,,,,,,,,,
669TS40,1655,,,,,,,,,
669TN50,22113,,,,,,,,,
669TN30,179,,,,,,,,,
669PN30,590,,,,,,,,,
669MP30,21992,,,,,,,,,
669MP25,2730,,,,,,,,,
669KA37,1379,,,,,,,,,
66PN30,1165,,,,,,,,,
672KL27,2901,,,,,,,,,
66RJ30,18,,,,,,,,,
66RJ30B,1422,,,,,,,,,
672HR35,867,,,,,,,,,
672GJ30,3750,,,,,,,,,
672GA30,20913,,,,,,,,,
672AP28,20914,,,,,,,,,
671WB40,1443,,,,,,,,,
671TS50,22457,,,,,,,,,
671TS40,1446,,,,,,,,,
671TN29,6741,,,,,,,,,
671RJ30,22077,,,,,,,,,
670TN50,22128,,,,,,,,,
670RJ50,22070,,,,,,,,,
670AP26,20600,,,,,,,,,
66WB30,1721,,,,,,,,,
66UP31,1842,,,,,,,,,
66UP30A,1649,,,,,,,,,
66UP30,1086,,,,,,,,,
66UK31,1854,,,,,,,,,
66TN30,22111,,,,,,,,,
66TN29,22129,,,,,,,,,
66SK30,1084,,,,,,,,,
66RJ30C,1715,,,,,,,,,
66RJ30A,611,,,,,,,,,
692HR36,3382,,,,,,,,,
633AS26A,7495,,,,,,,,,
632KA28,22302,,,,,,,,,
685GA31A,2910,,,,,,,,,
685GA31,2077,,,,,,,,,
685BR30,5556,,,,,,,,,
685AS31A,5881,,,,,,,,,
364D060325,23005,,,,,,,,,
364D060624,16681,,,,,,,,,
685AS31,2930,,,,,,,,,
685AS29,8186,,,,,,,,,
685AR31,2922,,,,,,,,,
685GA31B,5674,,,,,,,,,
685AP36,38,,,,,,,,,
684UK31,2919,,,,,,,,,
684TS40,68,,,,,,,,,
684RJ31B,6990,,,,,,,,,
684RJ31A,4571,,,,,,,,,
684RJ31,3713,,,,,,,,,
684RJ30,22068,,,,,,,,,
684RJ24,22078,,,,,,,,,
684PN31,5883,,,,,,,,,
684MZ34,1090,,,,,,,,,
684UP31,5887,,,,,,,,,
364D060225,22629,,,,,,,,,
685GA31C,7154,,,,,,,,,
685KA30,300,,,,,,,,,
686RJ36,5740,,,,,,,,,
686PY34,2943,,,,,,,,,
686PN33,2940,,,,,,,,,
686MH32,3707,,,,,,,,,
686KL35,5737,,,,,,,,,
686KA30,449,,,,,,,,,
686JH36,2916,,,,,,,,,
686HP30,6878,,,,,,,,,
686AP35,5736,,,,,,,,,
685WB31,5566,,,,,,,,,
685WB30A,22226,,,,,,,,,
PHARMABEES,4973,,,,,,,,,
685WB30,22219,,,,,,,,,
364D051224,20405,,,,,,,,,
685TN51,2097,,,,,,,,,
685RJ31,2079,,,,,,,,,
685RJ30,302,,,,,,,,,
685NL31A,3710,,,,,,,,,
685NL31,3265,,,,,,,,,
685MP31,5677,,,,,,,,,
685ML31,2937,,,,,,,,,
684MH32,3520,,,,,,,,,
684KL33,3656,,,,,,,,,
684KL30,21913,,,,,,,,,
684JK31,3073,,,,,,,,,
683BR30,7043,,,,,,,,,
682RJ31,3259,,,,,,,,,
682PN36,3085,,,,,,,,,
682ML31,3238,,,,,,,,,
682MH32,3376,,,,,,,,,
682KL35,3083,,,,,,,,,
682KL32,3077,,,,,,,,,
682JH34,3082,,,,,,,,,
682CG28,4984,,,,,,,,,
682BR28,5026,,,,,,,,,
681TR35,1172,,,,,,,,,
681PN31,3755,,,,,,,,,
681MH31,3704,,,,,,,,,
PSUBANK,15061,,,,,,,,,
PSUBANKADD,17616,,,,,,,,,
PSUBNKBEES,15032,,,,,,,,,
PSUBNKIETF,14584,,,,,,,,,
364D090125,21305,,,,,,,,,
681MH28,427,,,,,,,,,
681KL31,4581,,,,,,,,,
67TR30,89,,,,,,,,,
683GA31,5882,,,,,,,,,
686TS41,2095,,,,,,,,,
683GJ30,297,,,,,,,,,
683KA31,6988,,,,,,,,,
364D071124,19932,,,,,,,,,
684HR32,3571,,,,,,,,,
684GJ31A,5558,,,,,,,,,
684GJ31,2928,,,,,,,,,
684GJ30,454,,,,,,,,,
684GA31,3076,,,,,,,,,
684BR30,7152,,,,,,,,,
684AR31,3257,,,,,,,,,
364D080525,23686,,,,,,,,,
364D080824,17858,,,,,,,,,
683WB31A,3519,,,,,,,,,
683WB31,2925,,,,,,,,,
683WB28,4989,,,,,,,,,
683TN31A,7156,,,,,,,,,
683TN31,4755,,,,,,,,,
683MH32B,4580,,,,,,,,,
683MH32A,3665,,,,,,,,,
683MH32,3567,,,,,,,,,
683MH31,4752,,,,,,,,,
683KA31B,7155,,,,,,,,,
683KA31A,7045,,,,,,,,,
683GS2039,6935,,,,,,,,,
364D050924,18416,,,,,,,,,
686UP30,22094,,,,,,,,,
364D040724,17131,,,,,,,,,
690AP27,20599,,,,,,,,,
68UK31,3067,,,,,,,,,
68TS50A,1098,,,,,,,,,
68TS50,1018,,,,,,,,,
68SK31,5745,,,,,,,,,
68RJ31,3752,,,,,,,,,
68PN26,21711,,,,,,,,,
68OR25,22006,,,,,,,,,
68NL31,5744,,,,,,,,,
68MN30,21924,,,,,,,,,
68MH31,4579,,,,,,,,,
68KL31,3070,,,,,,,,,
68JK35,1009,,,,,,,,,
68GS2060,22438,,,,,,,,,
68AS30,164,,,,,,,,,
689WB41,2092,,,,,,,,,
689UP31,5565,,,,,,,,,
689TS51,3266,,,,,,,,,
689TN25,22118,,,,,,,,,
689MP40,767,,,,,,,,,
689MP35,21983,,,,,,,,,
690UP30,22093,,,,,,,,,
689MH32,4760,,,,,,,,,
691AP39,626,,,,,,,,,
691AS30,431,,,,,,,,,
182D300524,20370,,,,,,,,,
692HP33,6881,,,,,,,,,
692BR32,21161,,,,,,,,,
692AS24,20568,,,,,,,,,
692AP41,6992,,,,,,,,,
691WB31,6897,,,,,,,,,
691UP30A,439,,,,,,,,,
NV20,11457,,,,,,,,,
NV20BEES,9847,,,,,,,,,
NV20IETF,17475,,,,,,,,,
691UP30,22100,,,,,,,,,
691RJ31B,5995,,,,,,,,,
691RJ31A,5541,,,,,,,,,
691RJ31,4866,,,,,,,,,
691NL30,437,,,,,,,,,
691MP40,629,,,,,,,,,
691MH34,5679,,,,,,,,,
691MH33,5678,,,,,,,,,
691HP31,6879,,,,,,,,,
691GJ30,4991,,,,,,,,,
691AS31,5969,,,,,,,,,
691AP40,3388,,,,,,,,,
364D101024,19491,,,,,,,,,
OSEINTRUST,10435,,,,,,,,,
689KA33,7159,,,,,,,,,
687SK31,6991,,,,,,,,,
687RJ31,5561,,,,,,,,,
687RJ25,22067,,,,,,,,,
687MN31,5691,,,,,,,,,
687MH33A,3574,,,,,,,,,
687MH33,3379,,,,,,,,,
687MH30,448,,,,,,,,,
687KA31,6887,,,,,,,,,
687JH31,5676,,,,,,,,,
364D020525,23646,,,,,,,,,
364D030425,23437,,,,,,,,,
687HR31,5536,,,,,,,,,
687BR30A,6877,,,,,,,,,
687BR30,5970,,,,,,,,,
687AS31A,7041,,,,,,,,,
687AS31,5670,,,,,,,,,
687AP40,5741,,,,,,,,,
687AP38,41,,,,,,,,,
687AP37,2096,,,,,,,,,
687AP35,746,,,,,,,,,
364D031024,19198,,,,,,,,,
687UP31,5695,,,,,,,,,
689MH31,4881,,,,,,,,,
688AP34,21138,,,,,,,,,
688GA31,5557,,,,,,,,,
689GS2025,13742,,,,,,,,,
689GJ31,5977,,,,,,,,,
689GA31A,5972,,,,,,,,,
689GA31,4750,,,,,,,,,
689GA30,303,,,,,,,,,
689BR28,2065,,,,,,,,,
689AP35,2086,,,,,,,,,
364D010824,17683,,,,,,,,,
688WB40,1015,,,,,,,,,
688UP31A,4757,,,,,,,,,
688UP31,2080,,,,,,,,,
364D020125,21172,,,,,,,,,
688UK30,22168,,,,,,,,,
688TS25,22209,,,,,,,,,
688RJ46,2089,,,,,,,,,
688PY31,22026,,,,,,,,,
688MN31,2078,,,,,,,,,
688MH33,3522,,,,,,,,,
688KA32,7047,,,,,,,,,
688KA31,5986,,,,,,,,,
688GJ31,4893,,,,,,,,,
688AP35,21054,,,,,,,,,
633AS26,4982,,,,,,,,,
UTISXN50,9168,,,,,,,,,
67PN40,22456,,,,,,,,,
594CG25,423,,,,,,,,,
594RJ25,3194,,,,,,,,,
595TN25,22121,,,,,,,,,
596PY26,5880,,,,,,,,,
597CG27,1887,,,,,,,,,
597GS2025,6871,,,,,,,,,
599MP26,5525,,,,,,,,,
59TS25,22184,,,,,,,,,
601GS2028,6866,,,,,,,,,
593RJ25,2665,,,,,,,,,
601RJ26,5994,,,,,,,,,
TECH,6462,,,,,,,,,
604AS25,418,,,,,,,,,
604AS26,7038,,,,,,,,,
726WB34,22146,,,,,,,,,
604GJ26,6209,,,,,,,,,
604KL25,22403,,,,,,,,,
605AS25,62,,,,,,,,,
605RJ26,4570,,,,,,,,,
679PN35,1007,,,,,,,,,
603RJ25,22069,,,,,,,,,
593CG26,1449,,,,,,,,,
591KL25,21911,,,,,,,,,
58RJ25,22046,,,,,,,,,
575KA25,21928,,,,,,,,,
575PY26,836,,,,,,,,,
575RJ25,22055,,,,,,,,,
575TN25,22105,,,,,,,,,
577GJ25,7809,,,,,,,,,
577GJ25A,8008,,,,,,,,,
577GS2030,22292,,,,,,,,,
577KL25,21902,,,,,,,,,
579GS2030,18857,,,,,,,,,
579KL24,288,,,,,,,,,
57BR24,63,,,,,,,,,
57KA26,21927,,,,,,,,,
57MH24,80,,,,,,,,,
582BR26,1936,,,,,,,,,
582RJ27,1824,,,,,,,,,
585GS2030,1341,,,,,,,,,
588CG26,1703,,,,,,,,,
588GJ25,3049,,,,,,,,,
589AP25,20697,,,,,,,,,
589RJ25,22404,,,,,,,,,
58MH25,8009,,,,,,,,,
607RJ26,6987,,,,,,,,,
609AS26,6304,,,,,,,,,
609KA28,21930,,,,,,,,,
609RJ26,2125,,,,,,,,,
624TS26,22187,,,,,,,,,
625AS26,5226,,,,,,,,,
679MP33,32,,,,,,,,,
679JK30,22182,,,,,,,,,
679HR31,3517,,,,,,,,,
679GS2029,7195,,,,,,,,,
627RJ26,5078,,,,,,,,,
679GS2027,7202,,,,,,,,,
679AP34,1004,,,,,,,,,
678WB35,1169,,,,,,,,,
678TS50,878,,,,,,,,,
678SK31,3643,,,,,,,,,
678RJ31A,3373,,,,,,,,,
678RJ31,3241,,,,,,,,,
628GJ27,5524,,,,,,,,,
629HP26,21140,,,,,,,,,
629RJ26,5025,,,,,,,,,
629RJ26A,7500,,,,,,,,,
678RJ30,22063,,,,,,,,,
62RJ26,8010,,,,,,,,,
62RJ27,22272,,,,,,,,,
624RJ26,4863,,,,,,,,,
575AP24,285,,,,,,,,,
624MH28,21947,,,,,,,,,
679MP40,1095,,,,,,,,,
610GS2031,5012,,,,,,,,,
612KA27,21929,,,,,,,,,
TATSILV,21428,,,,,,,,,
613GS2028,6868,,,,,,,,,
613RJ26,3516,,,,,,,,,
